instance_id,sentence,target_word,predicted_sense,gold_sense,gold_sense_key,score,is_correct
d000.s000.t002,Your Oct. 6 editorial `` The Ill Homeless `` referred to research by us and six of our colleagues that was reported in the Sept. 8 issue of the Journal of the American Medical Association .,reported,report.v.02,report.v.02,report%2:32:04::,2.846851110458374,True
d000.s001.t004,Your comments implied we had discovered that the `` principal cause `` of homelessness is to be found in the large numbers of mentally ill and substance-abusing people in the homeless population .,found,find.v.01,detect.v.01,find%2:39:02::,1.366803765296936,False
d000.s002.t001,We have made no such statement .,statement,affirmation.n.02,affirmation.n.02,statement%1:10:06::,2.899714946746826,True
d000.s003.t000,It is clear that most mentally ill people and most alcoholics do not become homeless .,become,become.v.01,become.v.01,become%2:30:00::,3.1246917247772217,True
d000.s004.t001,The `` causes `` of homelessness are poorly understood and complex in any individual case .,understood,understand.v.02,understand.v.01,understand%2:31:00::,1.7731465101242065,False
d000.s005.t001,In quoting from our research you emphasized the high prevalance of mental illness and alcoholism .,emphasized,stress.v.01,stress.v.01,emphasize%2:32:00::,0.5436983704566956,True
d000.s006.t004,You did not note that the homeless people we examined had a multitude of physical disorders in addition to their psychiatric problems and substance abuse .,multitude,battalion.n.02,battalion.n.02,multitude%1:23:00::,1.625693440437317,True
d000.s007.t000,"They suffered from malnutrition , chest diseases , cardiovascular disorders , skin problems , infectious diseases and the aftereffects of assaults and rape .",suffered,suffer.v.01,suffer.v.02,suffer%2:29:01::,-0.01119941845536232,False
d000.s008.t004,"Homeless people not only lack safety , privacy and shelter , they also lack the elementary necessities of nutrition , cleanliness and basic health care .",necessities,necessity.n.01,necessity.n.02,necessity%1:17:00::,2.499117612838745,False
d000.s009.t007,"In a recent report , the Institute of Medicine pointed out that certain health problems may predispose a person to homelessness , others may be a consequence of it , and a third category is composed of disorders whose treatment is difficult or impossible if a person lacks adequate shelter .",shelter,shelter.n.01,protection.n.04,shelter%1:26:00::,0.5257441997528076,False
d000.s010.t002,"The interactions between health and homelessness are complex , defying sweeping generalizations as to `` cause `` or `` effect . ``",generalizations,generalization.n.01,generalization.n.02,generalization%1:09:00::,1.4203505516052246,False
d000.s011.t001,"If we look to the future , preventing homelessness is an important objective .",preventing,prevent.v.01,prevent.v.01,prevent%2:41:01::,1.7820965051651,True
d000.s012.t004,"This will require us to develop a much more sophisticated understanding of the dynamics of homelessness than we currently possess , an understanding that can be developed only through careful study and research .",developed,developed.a.01,develop.v.03,develop%2:30:06::,0.4588071405887604,False
d000.s014.t001,"A study by Tulane Prof. James Wright says homelessness is due to a complex array of problems , with the common thread of poverty .",says,allege.v.01,allege.v.01,say%2:32:01::,2.511284112930298,True
d000.s015.t004,"The study shows that nearly 40 % of the homeless population is made up of women and children and that only 25 % of the homeless exhibits some combination of drug , alcohol and mental problems .",combination,combination.n.01,combination.n.01,combination%1:14:00::,-0.09051214903593063,True
d000.s016.t005,"According to Dr. Wright , homelessness is `` simultaneously a housing problem , an employment problem , a demographic problem , a problem of social disaffiliation , a mental health problem , a family violence problem , a problem created by the cutbacks in social welfare spending , a problem resulting from the decay of the traditional nuclear family , and a problem intimately connected to the recent increase in the number of persons living below the poverty level . ``",living,populate.v.01,live.v.02,live%2:42:06::,1.7042710781097412,False
d000.s018.t004,"To quote the highly regarded director of a privately funded drop-in center for the homeless in New York : `` If you 're homeless , you do n't sleep for fear of being robbed or murdered .",robbed,overcharge.v.01,rob.v.01,rob%2:40:00::,1.8752467632293701,False
d000.s019.t000,"After your first three weeks of sleep deprivation , you 're scarcely in touch with reality any more ; without psychiatric treatment , you may well be unable to fend for yourself ever again . ``",fend,fend.v.01,fend.v.01,fend%2:41:00::,0.6457870602607727,True
d000.s020.t001,"Some of the homeless , obviously , had pre-existing mental illness or addiction .",addiction,addiction.n.02,addiction.n.01,addiction%1:26:00::,3.1159873008728027,False
d000.s021.t000,"But many others have fallen through cracks in the economy into the grim , brutal world of our city streets .",fallen,fall.v.01,fall.v.01,fall%2:38:03::,0.38020986318588257,True
d000.s024.t006,You dismiss as `` sentimental `` the view that the reduction of federal housing-assistance programs by 77 % might have played a significant role in the increased number of men and women sleeping on our city streets during the Reagan-Bush years .,women,woman.n.01,woman.n.01,woman%1:18:00::,3.557450771331787,True
d000.s025.t001,"There is no sign that you bothered to consider the inverse of your logic : namely , that mental illness and substance abuse might be to some degree consequences rather than causes of homelessness .",consider,consider.v.03,study.v.03,consider%2:39:00::,0.508047342300415,False
d000.s026.t003,Your research stopped when a convenient assertion could be made .,made,make.v.01,make.v.16,make%2:36:12::,3.455028533935547,False
d000.s028.t011,"Of the approximately 200 sponsors of the recent march in Washington for the homeless , you chose to cite such groups as the National Association of Home Builders and the International Union of Bricklayers and Allied Craftsmen , insinuating that the march got its major support from self-serving groups that `` know a good thing when they see it , `` and that the crusade was based on greed or the profit motive .",based,establish.v.08,establish.v.08,base%2:31:00::,1.12554931640625,True
d000.s029.t002,"But is n't the desire for profit the driving force behind those who subscribe to , and advertise in , your paper ?",advertise,advertise.v.02,advertise.v.02,advertise%2:32:00::,1.3570913076400757,True
d000.s030.t002,Why did n't you mention the YMCA or the YWCA or Catholic Charities USA or a hundred other nonprofit organizations that participated in the march ?,participated,enter.v.02,participate.v.01,participate%2:41:00::,3.0772786140441895,False
d000.s031.t005,"As for the findings on the 203 Baltimore homeless who underwent psychiatric examinations , I suggest you conduct your own survey .",survey,survey.n.01,survey.n.01,survey%1:04:02::,1.6915760040283203,True
d000.s032.t004,"Choose 203 business executives , including , perhaps , someone from your own staff , and put them out on the streets , to be deprived for one month of their homes , families and income .",deprived,deprive.v.03,deprive.v.02,deprive%2:40:00::,1.9696502685546875,False
d000.s033.t002,"I would predict that within a short time most of them would find Thunderbird a satisfactory substitute for Chivas Regal and that their `` normal `` phobias , anxieties , depressions and substance abuse would increase dramatically .",increase,increase.v.01,increase.v.01,increase%2:30:00::,2.7973427772521973,True
d001.s000.t001,"`` Feeding Frenzy `` ( Henry Holt , 326 pages , $ 19.95 ) , a highly detailed account of the Wedtech scandal , begins on a reassuring note .",begins,begin.v.02,begin.v.07,begin%2:42:03::,3.0154833793640137,False
d001.s001.t001,"Right up front in the preface , co-author William Sternberg gives us an example of his own integrity .",example,example.n.01,example.n.01,example%1:09:00::,3.077441692352295,True
d001.s002.t006,"When offered a free trip from the Bronx , Wedtech 's home , to Washington , D.C. , by one of Wedtech 's principals , he tells the reader , `` mindful of accepting anything of value from those I was writing about , I declined . ``",declined,refuse.v.02,refuse.v.02,decline%2:40:00::,1.2778180837631226,True
d001.s003.t005,"Any question as to why an author would believe this plaintive , high-minded note of assurance is necessary is answered by reading this book about sticky fingers and sweaty scammers .",book,book.n.02,book.n.01,book%1:10:00::,1.062425971031189,False
d001.s004.t006,"Bribe by bribe , Mr. Sternberg and his co-author , Matthew C. Harrison Jr. , lead us along the path Wedtech traveled , from its inception as a small manufacturing company to the status of full-fledged defense contractor , entrusted with the task of producing vital equipment for the Army and Navy .",producing,produce.v.02,produce.v.02,produce%2:36:00::,1.425706386566162,True
d001.s005.t003,"The book revolves around John Mariotta , the founder of the company , and Fred Neuberger , who became his partner soon after Wedtech 's creation .",partner,spouse.n.01,collaborator.n.03,partner%1:18:00::,3.007114887237549,False
d001.s006.t004,"Although started in 1965 , Wedtech did n't really get rolling until 1975 , when Mr. Neuberger discovered the federal government 's Section 8 A minority business program .",program,plan.n.01,program.n.02,programme%1:09:01::,1.624850869178772,False
d001.s007.t003,"This is a Johnson-era , Great Society creation that mandates certain government contracts be awarded noncompetitively to minority businesses .",awarded,award.v.02,award.v.02,award%2:40:01::,1.6396235227584839,True
d001.s008.t001,"Mr. Neuberger realized that , although of Italian ancestry , Mr. Mariotta still could qualify as a minority person since he was born in Puerto Rico .",qualify,qualify.v.01,qualify.v.01,qualify%2:42:00::,3.0034878253936768,True
d001.s009.t003,The two partners merely had to falsify the true ownership of the corporation .,ownership,possession.n.01,ownership.n.01,ownership%1:21:00::,2.898843288421631,False
d001.s010.t000,"Instead of 50/50 it became , on paper only , two-thirds Mariotta , one-third Neuberger , and they were in the program and off to the races .",became,become.v.02,become.v.02,become%2:42:01::,0.7213135957717896,True
d001.s011.t002,"Besides being a `` minority-owned company `` Wedtech was located in the South Bronx , a blighted area , made famous by Jimmy Carter in his 1976 presidential campaign .",made,make.v.03,make.v.02,make%2:30:00::,3.2033345699310303,False
d001.s012.t004,The company plugged itself right into Carter campaign rhetoric about rebuilding the South Bronx and kept using the minority -- South Bronx angle through the Reagan '80s .,angle,slant.n.01,slant.n.01,angle%1:09:00::,0.8305819630622864,True
d001.s013.t008,"Starting with Congressman Mario Biaggi now serving a jail sentence , the company began a career of bribing federal , state and local public officials and those close to public officials , right up to and including E. Robert Wallach , close friend and adviser to former Attorney General Ed Meese .",including,include.v.01,include.v.01,include%2:42:00::,1.0910634994506836,True
d001.s014.t000,Wedtech did n't just use old fashioned bribery .,use,use.v.01,use.v.01,use%2:34:01::,2.115572452545166,True
d001.s015.t003,"It made ample use of the modern techniques of influence peddling , retaining politically connected `` respectable `` law firms , investment bankers and political consultants , including Reagan confidant Lyn Nofzinger .",including,include.v.01,include.v.01,include%2:42:00::,0.9291902780532837,True
d001.s016.t002,"When necessary , it sought and received assistance from organized crime .",assistance,aid.n.02,aid.n.02,assistance%1:04:00::,2.027026653289795,True
d001.s017.t001,Sometimes the bribed became partners in the company .,partners,collaborator.n.03,collaborator.n.03,partner%1:18:00::,0.9887080788612366,True
d001.s018.t002,Wedtech management used the merit system .,system,arrangement.n.03,system.n.04,system%1:09:00::,1.1736210584640503,False
d001.s019.t001,"If you were especially helpful in a corrupt scheme you received not just cash in a bag , but equity .",equity,equity.n.02,equity.n.02,equity%1:21:00::,2.225362539291382,True
d001.s020.t003,"If you were not an effective crook , you found yourself out in the cold , a fate that eventually befell Mr. Mariotta , the firm 's semiliterate `` minority `` person .",person,person.n.01,person.n.01,person%1:03:00::,-0.536594808101654,True
d001.s021.t000,"But despite the sensational nature of the revelations and the breezy , easy-to-read tabloid writing style , `` Feeding Frenzy `` often falls short of gripping reading .",falls short,,fall_short.v.01,fall_short%2:37:12::,-inf,False
d001.s022.t002,None of the scams show much ingenuity : Auditors found crookery the first day on the job .,found,find.v.01,detect.v.01,find%2:39:02::,2.4451510906219482,False
d001.s023.t001,Wedtech 's scammers simply bribed them to shut up .,shut up,,close_up.v.04,shut_up%2:32:00::,-inf,False
d001.s024.t001,"The scammers themselves were garden-variety low lifes , conspicuous consumers who wanted big houses , Mercedes cars , beautiful women , expensive clothes .",clothes,apparel.n.01,apparel.n.01,clothes%1:06:00::,1.3686267137527466,True
d001.s025.t000,"Among the lot of them , not one is wrestling with good and evil , or especially intelligent or even temporarily insane .",wrestling,wrestle.v.04,wrestle.v.02,wrestle%2:32:00::,1.051452875137329,False
d001.s026.t003,"The one character at least somewhat interesting was Irving Louis Lobsenz , a pediatrician who changed his name to Rusty Kent London and became a master gambler and author of a book on blackjack .",author,writer.n.01,writer.n.01,author%1:18:00::,0.49785614013671875,True
d001.s027.t002,"He enters the story toward the end , just in time to get arrested .",arrested,collar.v.01,collar.v.01,arrest%2:35:00::,2.5283710956573486,True
d001.s028.t005,"Absorbed in doling out `` Feeding Frenzy 's `` tidbits , the authors gloss over the root causes of Wedtech , namely the Section 8 A federal program under whose auspices the scandal took place .",took place,,happen.v.01,take_place%2:30:00::,-inf,False
d001.s029.t005,They do at least come around to saying that the courts might want to end `` rigid affirmative action programs . ``,programs,plan.n.01,program.n.02,program%1:09:01::,1.8576736450195312,False
d001.s030.t005,Programs like Section 8 A are a little like leaving gold in the street and then expressing surprise when thieves walk by to scoop it up .,scoop,scoop.v.01,scoop.v.01,scoop%2:35:01::,3.465463876724243,True
d001.s031.t002,"Numerous other scandals , among them the ones at HUD , have the same characteristics as Wedtech .",characteristics,feature.n.01,feature.n.01,characteristic%1:09:00::,3.3313984870910645,True
d001.s032.t002,They take place in government programs that seem tailor-made for corruption .,seem,look.v.02,look.v.02,seem%2:39:00::,3.300473928451538,True
d001.s033.t001,Why are programs like this not eliminated ?,eliminated,extinguish.v.04,extinguish.v.04,eliminate%2:30:01::,3.097989559173584,True
d001.s034.t001,`` Feeding Frenzy `` does provide a few clues .,clues,clue.n.02,clue.n.02,clue%1:10:01::,3.1692748069763184,True
d001.s035.t003,In and around all levels of government in the U.S. are groups of people who can best be described as belonging to a political insider commercial party .,belonging,belong_to.v.01,belong.v.04,belong%2:42:01::,1.607503890991211,False
d001.s036.t012,"They know that whenever government is redistributing wealth , regulating commerce or maintaining a large defense establishment , there is big money to be made in influencing , brokering or selling the processes and decisions of government .",decisions,decision.n.01,decision.n.02,decision%1:09:00::,-0.18871629238128662,False
d001.s037.t003,They are our version of the East bloc 's Nomenklatura and they have absolutely no wish to see anything change .,change,change.n.03,change.v.02,change%2:30:00::,2.9917032718658447,False
d001.s038.t002,How many government programs and policies exist because they line the pockets of political insiders ?,pockets,pouch.n.02,pocket.n.03,pocket%1:21:00::,1.2692489624023438,False
d001.s039.t001,This is the real issue raised by the Wedtech scandal .,raised,raise.v.03,raise.v.19,raise%2:32:01::,1.577407956123352,False
d002.s000.t004,I had to reach back to French 101 when the monsieur avec clipboard leaned over my shoulder during the coffee phase of dinner and asked whether I wanted to ride in a montgolfiere .,ride,ride.v.02,ride.v.02,ride%2:38:00::,2.197780132293701,True
d002.s001.t001,"I was a last-minute read interloping attendee at a French journalism convention and so far the festivities had been taken up entirely by eating , drinking , smoking , sleeping and drinking .",taken up,,take_up.v.04,take_up%2:42:00::,-inf,False
d002.s002.t004,The man with the clipboard represented a halfhearted attempt to introduce a bit of les sportif into our itinerary .,bit,spot.n.10,spot.n.10,bit%1:23:01::,2.2224578857421875,True
d002.s003.t006,"But as the French embody a Zen-like state of blase when it comes to athletics try finding a Nautilus machine in Paris , my fellow conventioners were having none of it .",having,have.v.01,accept.v.02,have%2:40:05::,1.4503741264343262,False
d002.s004.t004,"The diners at my table simply lit more Gauloises and scoffed at the suggestion of interrupting a perfectly good Saturday morning to go golfing or even montgolfing ballooning to you ; the brothers Montgolfier , French of course , were the world 's first hot-air balloonists .",morning,morning.n.01,morning.n.01,morning%1:28:00::,1.8118351697921753,True
d002.s005.t001,Back in the U.S.A. this kind of chi-chi airborne activity wins heartwarmingly covetous responses .,responses,reception.n.01,reply.n.02,response%1:10:00::,1.6312216520309448,False
d002.s006.t000,As in : `` You went ballooning ? ? ! !,ballooning,ballooning.n.01,balloon.v.01,balloon%2:38:00::,3.185757875442505,False
d002.s008.t003,Americans it seems have followed Malcolm Forbes 's hot-air lead and taken to ballooning in a heady way .,taken to,,take_to.v.02,take_to%2:41:01::,-inf,False
d002.s009.t005,"During the past 25 years , the number of balloonists those who have passed a Federal Aviation Authority lighter-than-air test have swelled from a couple hundred to several thousand , with some estimates running as high as 10,000 .",running,range.v.01,range.v.01,run%2:42:07::,2.0110549926757812,True
d002.s010.t005,"Some 30 balloon shows are held annually in the U.S. , including the world 's largest convocation of ersatz Phineas Foggs -- the nine-day Albuquerque International Balloon Fiesta that attracts some 800,000 enthusiasts and more than 500 balloons , some of which are fetchingly shaped to resemble Carmen Miranda , Garfield or a 12-story-high condom .",resemble,resemble.v.01,resemble.v.01,resemble%2:42:00::,1.9869129657745361,True
d002.s011.t002,The condom balloon was denied official entry status this year .,status,condition.n.01,status.n.01,status%1:26:00::,-0.1715124249458313,False
d002.s013.t001,Ballooning at the de rigueur hour of 6 a.m. held all the attraction for most people of sunrise root-canal work .,attraction,attraction.n.03,attraction.n.03,attraction%1:07:00::,2.791922092437744,True
d002.s014.t001,"Feeling the naggings of a culture imperative , I promptly signed up .",signed up,,sign_up.v.02,sign_up%2:33:00::,-inf,False
d002.s015.t003,"The first thing anybody will tell you about ballooning is that it requires zip in the way of athletic prowess , or even a measure of derring-do .",zip,nothing.n.01,energy.n.02,zip%1:07:00::,3.0985195636749268,False
d002.s016.t000,So long as you do n't look down .,look,look.v.01,look.v.01,look%2:39:00::,3.4442834854125977,True
d002.s017.t002,"They will also tell you that even if you hate heights , you can still balloon .",balloon,balloon.v.02,balloon.v.01,balloon%2:38:00::,3.111607074737549,False
d002.s018.t001,I still say do n't look down .,look,look.v.01,look.v.01,look%2:39:00::,3.0415515899658203,True
d002.s019.t000,At least not when you are ascending .,ascending,ascend.v.01,ascend.v.01,ascend%2:38:02::,1.8928343057632446,True
d002.s020.t003,What they wo n't tell you is not to go aloft in anything you do n't want to get wet .,get,become.v.01,become.v.01,get%2:30:00::,3.2480945587158203,True
d002.s021.t000,I 'm not referring to the traditional champagne drenching during the back-on-terra-firma toast .,referring,mention.v.01,mention.v.01,refer%2:32:01::,0.04968246817588806,True
d002.s022.t000,I 'm talking about landing in a canal .,talking,talk.v.01,talk.v.01,talk%2:32:01::,-0.014797233045101166,True
d002.s024.t001,With a pilot who speaks no English .,speaks,talk.v.02,speak.v.03,speak%2:32:02::,2.642817735671997,False
d002.s025.t002,"To wit , my maiden voyage and novitiates are referred to as virgins began at dawn on a dew-sodden fairway and ended at noon in a soggy field .",ended,end.v.01,end.v.01,end%2:42:00::,2.3966732025146484,True
d002.s026.t001,"Balloon flights almost always occur at dawn or dusk , when the winds are lightest .",occur,happen.v.01,happen.v.01,occur%2:30:00::,0.3606529235839844,True
d002.s027.t009,In between came lots of coffee drinking while watching the balloons inflate and lots of standing around deciding who would fly in what balloon and in what order the baskets hold no more than four passengers .,hold,have.v.01,contain.v.05,hold%2:42:14::,1.9555754661560059,False
d002.s028.t004,"When it was n't my turn in the balloon I followed its progress from the `` chase car , `` listening to the driver holler into a walkie-talkie .",holler,shout.v.02,holler.v.01,holler%2:32:06::,3.2936861515045166,False
d002.s029.t006,After long stretches of this attendant ground activity came 20 or so lovely minutes of drifting above the Vosges watching the silver mists rise off the river and the French cows amble about the fields .,amble,amble.v.01,amble.v.01,amble%2:38:00::,1.6118637323379517,True
d002.s030.t002,"It 's hard not to feel that God 's in his heaven with this kind of bird's-eye view of the world , even if your pilote in silly plaid beret kept pointing out how `` belle `` it all was .",pointing out,,comment.v.01,point_out%2:32:01::,-inf,False
d002.s031.t003,Eventually little French farmers and their little French farmwives came out of their stone houses and put their hands above their tiny eyes and squinted at us .,squinted,squint.v.02,squint.v.03,squint%2:29:02::,2.393674612045288,False
d002.s033.t000,We were coming down straight into their canal .,coming,come.v.01,come.v.01,come%2:38:00::,2.187406063079834,True
d002.s034.t001,"See , the other rule of thumb about ballooning is that you ca n't steer .",steer,steer.v.01,steer.v.01,steer%2:38:00::,2.9716076850891113,True
d002.s036.t008,"You can go only up or down by heating the balloon 's air with a propane burner , which does make the top of your head feel hot and ride the air currents .",currents,current.n.01,current.n.02,current%1:11:00::,0.8073549866676331,False
d002.s037.t001,Which makes the chase car necessary .,car,car.n.01,car.n.01,car%1:06:00::,2.777219295501709,True
d002.s038.t002,"Most balloonists seldom go higher than 2,000 feet and most average a leisurely 5-10 miles an hour .",hour,hour.n.01,hour.n.01,hour%1:28:00::,1.7909038066864014,True
d002.s039.t001,When the balloon is cruising along at a steady altitude there is little sense of motion .,cruising,cruise.v.02,cruise.v.02,cruise%2:38:02::,-0.2422608584165573,True
d002.s040.t001,"Only when one is ascending -- or in our case descending a tad trop rapidement -- does one feel , well , airborne in a picnic basket .",descending,descend.v.01,descend.v.01,descend%2:38:00::,0.7651463150978088,True
d002.s041.t002,"`` What 's he doing ? `` hissed my companion , who was the only other English-speaking member of the convention and whose knuckles were white .",companion,companion.n.01,companion.n.02,companion%1:18:02::,0.31359654664993286,False
d002.s042.t003,"`` Attention , `` yelled our pilot as our basket plunged into the canal .",plunged,dive.v.01,plunge.v.06,plunge%2:38:00::,1.849600076675415,False
d002.s043.t003,"`` You bet attention , `` I yelled back , leaping atop the propane tanks , `` I 'm wearing alligator loafers ! ``",loafers,loafer.n.02,loafer.n.02,loafer%1:06:00::,1.3154863119125366,True
d002.s044.t003,"Our pilot simply laughed , fired up the burner and with another blast of flame lifted us , oh , a good 12-inches above the water level .",lifted,raise.v.02,raise.v.02,lift%2:38:00::,2.2441635131835938,True
d002.s045.t001,We scuttled along for a few feet before he plunged us into the drink again .,plunged,immerse.v.01,dunk.v.01,plunge%2:35:00::,2.1089298725128174,False
d002.s046.t006,Eventually we came to rest in a soggy patch of field where we had the exquisite pleasure of scrambling out of the basket into the mud while the French half of our ballooning tag team scrambled in .,scrambled,clamber.v.01,clamber.v.01,scramble%2:38:01::,2.1953022480010986,True
d002.s047.t000,I looked at my watch .,looked,look.v.01,look.v.01,look%2:39:00::,2.446533203125,True
d002.s049.t008,"Back in the chase car , we drove around some more , got stuck in a ditch , enlisted the aid of a local farmer to get out the trailer hitch and pull us out of the ditch .",pull,pull.v.01,extract.v.01,pull_out%2:35:00::,2.8807806968688965,False
d002.s050.t015,"We finally rendezvoused with our balloon , which had come to rest on a dirt road amid a clutch of Epinalers who watched us disassemble our craft -- another half-an-hour of non-flight activity -- that included the precision routine of yanking the balloon to the ground , punching all the air out of it , rolling it up and cramming it and the basket into the trailer .",basket,basket.n.02,basket.n.01,basket%1:06:00::,0.40857791900634766,False
d002.s051.t003,It was the most exercise we 'd had all morning and it was followed by our driving immediately to the nearest watering hole .,driving,drive.v.02,drive.v.02,drive%2:38:00::,1.7863647937774658,True
d002.s052.t007,"This meant returning to the golf course , where we watched a few French duffers maul the first tee while we sat under Cinzano umbrellas , me nursing an espresso and my ego .",ego,ego.n.01,ego.n.01,ego%1:12:01::,1.4305438995361328,True
d002.s054.t000,"Still , I figured the event 's envy-quotient back in the U.S.A. was near peerless .",figured,calculate.v.02,calculate.v.02,figure%2:31:01::,0.3058946132659912,True
d002.s055.t000,"As for the ride back to camp , our pilot and all the other French-speaking passengers clambered into the chase car .",clambered,clamber.v.01,clamber.v.01,clamber%2:38:00::,2.8476686477661133,True
d002.s056.t001,My American companion and I were left to ride alfresco in the wicker basket .,ride,ride.v.01,ride.v.02,ride%2:38:00::,2.016484260559082,False
d002.s057.t003,"As we streaked by a blase gendarme , I could n't resist rearing up on my soggy loafers and saluting .",saluting,salute.v.04,salute.v.06,salute%2:32:01::,-0.029141582548618317,False
